age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
34,blue-collar,married,primary,no,6718,no,no,cellular,13,jan,278,4,97,1,other
66,retired,married,tertiary,no,2820,no,no,cellular,5,mar,115,2,-1,0,unknown
50,blue-collar,divorced,primary,no,155,yes,yes,cellular,18,nov,58,1,-1,0,unknown
33,management,married,tertiary,no,299,no,no,cellular,11,aug,378,4,-1,0,unknown
57,management,divorced,tertiary,no,1016,yes,no,cellular,29,jan,462,2,234,5,failure
34,admin.,single,secondary,no,3626,yes,yes,cellular,20,nov,88,2,-1,0,unknown
46,blue-collar,married,primary,no,2023,yes,no,cellular,21,nov,118,1,-1,0,unknown
39,services,single,secondary,no,1048,yes,no,cellular,15,jun,108,1,32,1,failure
32,technician,single,unknown,no,-170,no,no,unknown,6,may,46,1,-1,0,unknown
31,blue-collar,married,primary,no,-423,yes,yes,unknown,27,jun,135,2,-1,0,unknown
49,technician,married,secondary,no,-353,yes,yes,unknown,27,may,123,2,-1,0,unknown
38,blue-collar,married,primary,no,0,yes,no,unknown,3,jun,179,2,-1,0,unknown
38,management,married,tertiary,no,0,no,no,cellular,19,aug,219,2,-1,0,unknown
36,blue-collar,married,secondary,no,222,yes,no,unknown,23,may,188,1,-1,0,unknown
55,management,married,primary,no,2587,no,no,cellular,4,sep,328,2,94,2,success
47,technician,married,secondary,no,19,yes,no,unknown,6,may,105,2,-1,0,unknown
42,services,married,primary,no,248,yes,no,cellular,14,may,480,2,-1,0,unknown
50,blue-collar,married,unknown,no,0,no,no,unknown,11,jun,249,1,-1,0,unknown
47,management,married,tertiary,no,1224,no,no,cellular,21,aug,189,2,-1,0,unknown
36,technician,single,secondary,no,524,yes,no,cellular,8,apr,95,1,-1,0,unknown
55,retired,married,tertiary,no,101,yes,no,cellular,9,jul,111,1,-1,0,unknown
38,management,divorced,secondary,no,-17,no,no,cellular,21,nov,11,4,-1,0,unknown
33,management,divorced,tertiary,no,5550,yes,no,cellular,13,may,124,2,278,4,failure
32,admin.,single,secondary,no,89,yes,yes,unknown,8,may,308,3,-1,0,unknown
37,blue-collar,married,secondary,no,398,yes,no,unknown,19,may,206,1,-1,0,unknown
50,technician,divorced,secondary,no,-54,yes,yes,cellular,13,may,698,2,292,1,failure
22,student,single,secondary,no,148,no,no,cellular,2,feb,928,1,-1,0,unknown
46,technician,married,secondary,no,363,yes,no,cellular,2,feb,346,1,180,3,failure
32,blue-collar,single,secondary,no,1670,yes,no,cellular,18,may,183,1,-1,0,unknown
59,blue-collar,married,unknown,no,139,no,no,unknown,5,jun,153,1,-1,0,unknown
48,self-employed,married,secondary,no,1175,yes,yes,cellular,19,nov,62,1,-1,0,unknown
39,management,divorced,tertiary,no,452,yes,no,unknown,12,jun,232,2,-1,0,unknown
35,blue-collar,married,secondary,no,0,yes,no,cellular,17,apr,203,1,-1,0,unknown
47,management,single,tertiary,no,311,yes,yes,cellular,9,nov,255,3,378,2,failure
42,management,divorced,tertiary,no,266,no,yes,cellular,28,jan,228,1,-1,0,unknown
43,technician,married,secondary,no,308,yes,no,cellular,3,feb,137,3,264,4,other
26,management,single,tertiary,no,2356,yes,no,cellular,23,jul,252,6,-1,0,unknown
30,services,single,secondary,no,432,yes,no,unknown,20,may,340,3,-1,0,unknown
59,technician,married,secondary,no,-247,yes,no,unknown,26,may,131,1,-1,0,unknown
30,services,married,secondary,no,699,yes,no,unknown,29,may,544,1,-1,0,unknown
32,services,divorced,secondary,no,-115,yes,no,unknown,16,may,134,1,-1,0,unknown
40,blue-collar,divorced,primary,no,190,yes,yes,cellular,17,apr,139,1,346,2,failure
30,technician,single,secondary,no,163,yes,no,cellular,17,nov,72,3,-1,0,unknown
47,housemaid,divorced,secondary,no,1453,no,no,unknown,12,jun,303,1,-1,0,unknown
37,management,single,tertiary,no,-670,yes,no,cellular,16,apr,240,1,-1,0,unknown
31,blue-collar,married,secondary,no,3653,yes,yes,cellular,21,nov,252,1,168,4,failure
34,blue-collar,married,primary,no,695,yes,yes,unknown,16,may,1064,4,-1,0,unknown
35,blue-collar,divorced,primary,no,21,yes,no,cellular,4,feb,166,2,-1,0,unknown
34,unemployed,married,secondary,no,0,yes,no,cellular,13,may,172,1,-1,0,unknown
29,admin.,single,secondary,no,1277,no,no,cellular,20,jul,165,2,481,1,success
41,blue-collar,married,secondary,no,-648,yes,no,cellular,12,may,104,3,172,2,failure
32,technician,single,secondary,no,6710,no,no,cellular,21,nov,48,1,-1,0,unknown
26,services,single,secondary,no,1163,no,yes,cellular,28,jul,239,4,-1,0,unknown
56,services,divorced,secondary,no,935,no,no,cellular,26,feb,112,1,227,2,failure
29,unemployed,single,secondary,no,486,no,no,telephone,14,aug,151,1,106,1,failure
41,services,married,secondary,no,523,yes,yes,telephone,4,nov,5,1,-1,0,unknown
55,retired,divorced,secondary,no,-268,no,yes,cellular,24,jul,1417,1,-1,0,unknown
33,technician,married,secondary,no,1844,yes,no,unknown,29,may,241,3,-1,0,unknown
30,blue-collar,married,secondary,no,-166,yes,yes,unknown,13,may,255,5,-1,0,unknown
33,technician,married,secondary,no,1940,no,no,cellular,27,aug,46,10,-1,0,unknown
68,retired,married,secondary,no,19317,yes,no,cellular,4,aug,249,1,-1,0,unknown
39,technician,single,tertiary,no,25,yes,no,cellular,28,dec,315,1,210,2,success
45,housemaid,married,primary,no,1100,no,no,unknown,9,jun,331,6,-1,0,unknown
39,management,single,tertiary,no,2454,yes,no,cellular,4,may,716,3,263,2,failure
31,technician,single,secondary,no,0,yes,no,cellular,6,may,239,3,-1,0,unknown
31,admin.,single,tertiary,no,2004,no,no,cellular,19,nov,117,1,-1,0,unknown
52,blue-collar,divorced,primary,no,-100,yes,no,cellular,15,may,7,4,340,15,other
39,blue-collar,single,secondary,no,29,yes,no,unknown,7,may,214,2,-1,0,unknown
40,blue-collar,married,secondary,no,8150,yes,no,unknown,15,may,347,1,-1,0,unknown
38,management,divorced,tertiary,no,441,yes,no,cellular,30,jan,67,1,-1,0,unknown
26,student,single,tertiary,no,1134,no,no,cellular,21,apr,464,4,-1,0,unknown
39,blue-collar,married,primary,no,108,no,no,cellular,17,nov,265,1,-1,0,unknown
35,housemaid,married,tertiary,no,11219,no,no,cellular,23,feb,135,1,195,3,failure
55,retired,married,secondary,no,2749,yes,yes,unknown,29,may,58,2,-1,0,unknown
50,entrepreneur,married,tertiary,no,52,no,no,cellular,31,jul,22,8,-1,0,unknown
42,blue-collar,married,primary,no,2103,yes,no,cellular,13,apr,384,2,-1,0,unknown
31,admin.,single,secondary,no,523,no,yes,cellular,2,feb,323,1,109,5,failure
38,blue-collar,single,unknown,no,495,yes,no,unknown,8,may,297,1,-1,0,unknown
25,blue-collar,single,secondary,no,0,yes,no,unknown,15,may,244,2,-1,0,unknown
31,admin.,married,secondary,no,389,yes,no,cellular,7,dec,69,1,185,2,failure
46,blue-collar,married,primary,no,564,yes,no,cellular,29,jul,124,2,-1,0,unknown
36,blue-collar,married,secondary,no,2627,yes,no,unknown,18,jun,94,1,-1,0,unknown
31,self-employed,married,secondary,no,0,yes,no,unknown,6,may,36,5,-1,0,unknown
62,management,divorced,tertiary,no,1619,no,no,cellular,19,oct,534,1,-1,0,unknown
45,admin.,married,tertiary,no,2552,no,no,cellular,12,aug,149,7,-1,0,unknown
49,unemployed,married,primary,no,50,no,no,cellular,26,aug,169,2,-1,0,unknown
36,management,divorced,tertiary,no,3837,yes,no,cellular,17,nov,184,1,193,1,success
37,management,married,tertiary,yes,-22,no,no,cellular,29,jan,128,1,-1,0,unknown
27,blue-collar,single,secondary,no,228,yes,yes,unknown,15,may,186,5,-1,0,unknown
40,admin.,single,secondary,no,664,no,no,cellular,21,jul,1342,2,-1,0,unknown
31,management,single,tertiary,no,6542,yes,no,cellular,21,nov,71,3,192,2,other
49,services,married,secondary,no,-301,yes,no,cellular,12,may,187,4,-1,0,unknown
33,management,divorced,tertiary,no,990,yes,no,cellular,24,jul,1491,2,-1,0,unknown
36,blue-collar,married,primary,no,-402,no,no,unknown,21,may,173,6,-1,0,unknown
38,blue-collar,single,secondary,no,5891,yes,no,unknown,27,may,160,3,-1,0,unknown
35,technician,married,secondary,no,700,yes,no,unknown,23,may,240,2,-1,0,unknown
48,blue-collar,married,secondary,no,154,yes,no,unknown,27,may,70,3,-1,0,unknown
33,blue-collar,single,primary,no,557,yes,no,cellular,17,apr,91,2,331,2,failure
39,technician,married,tertiary,no,1293,no,no,cellular,3,jun,140,2,-1,0,unknown
34,technician,single,secondary,no,3,yes,yes,cellular,24,jul,71,1,-1,0,unknown
31,management,single,tertiary,no,444,yes,no,unknown,19,may,114,2,-1,0,unknown
40,blue-collar,divorced,primary,no,737,yes,yes,unknown,12,may,102,1,-1,0,unknown
46,management,divorced,tertiary,no,2166,yes,no,cellular,23,jul,870,1,-1,0,unknown
53,blue-collar,married,primary,no,0,no,no,cellular,21,aug,195,1,-1,0,unknown
29,blue-collar,single,secondary,no,908,yes,no,unknown,20,jun,1663,1,-1,0,unknown
41,management,married,tertiary,no,3353,no,no,cellular,8,aug,51,2,-1,0,unknown
37,technician,married,tertiary,no,447,yes,no,unknown,9,may,1170,1,-1,0,unknown
35,unemployed,married,secondary,no,1,yes,no,cellular,28,jul,173,8,-1,0,unknown
47,services,married,secondary,no,1549,yes,no,unknown,14,may,95,6,-1,0,unknown
28,admin.,married,secondary,no,172,yes,no,cellular,29,jan,282,1,248,2,other
29,admin.,single,secondary,no,873,no,no,cellular,5,mar,41,2,-1,0,unknown
51,admin.,married,unknown,no,3558,yes,no,unknown,9,jun,80,3,-1,0,unknown
39,admin.,single,secondary,no,782,yes,no,cellular,5,may,542,4,47,11,other
45,admin.,married,secondary,no,-405,no,no,cellular,31,jul,189,3,-1,0,unknown
54,services,married,primary,no,198,yes,no,cellular,31,jul,69,3,-1,0,unknown
51,management,single,tertiary,no,417,yes,no,unknown,9,may,18,1,-1,0,unknown
50,admin.,divorced,secondary,no,556,yes,no,cellular,25,jul,305,1,-1,0,unknown
34,self-employed,married,tertiary,no,1545,yes,no,cellular,20,nov,895,1,183,2,failure
60,housemaid,married,unknown,no,491,no,no,cellular,14,aug,503,4,-1,0,unknown
42,management,single,tertiary,no,1146,yes,no,unknown,15,may,98,2,-1,0,unknown
38,management,married,secondary,no,16236,yes,no,cellular,21,nov,139,3,-1,0,unknown
55,management,married,tertiary,no,134,no,no,cellular,12,aug,1650,16,-1,0,unknown
39,management,married,unknown,no,76,no,no,cellular,15,sep,200,1,183,1,success
40,blue-collar,married,secondary,no,503,yes,yes,cellular,18,may,24,2,-1,0,unknown
34,management,married,tertiary,no,580,yes,no,cellular,10,jul,380,1,-1,0,unknown
46,entrepreneur,married,secondary,no,245,yes,no,cellular,8,may,78,1,359,3,failure
28,blue-collar,married,secondary,no,1325,yes,no,cellular,15,may,242,1,-1,0,unknown
55,technician,married,secondary,no,2437,no,no,cellular,4,aug,138,1,-1,0,unknown
66,unknown,divorced,unknown,no,1993,yes,no,cellular,6,jul,117,4,-1,0,unknown
55,technician,married,secondary,no,0,yes,yes,cellular,2,mar,116,1,-1,0,unknown
52,housemaid,married,secondary,no,411,yes,no,telephone,12,may,210,3,-1,0,unknown
26,technician,single,tertiary,no,777,yes,no,cellular,14,aug,260,2,463,1,failure
30,technician,married,tertiary,no,296,no,no,cellular,22,aug,1809,5,-1,0,unknown
45,blue-collar,married,secondary,no,10252,no,no,cellular,22,sep,173,1,141,2,success
51,retired,married,secondary,no,1295,no,yes,unknown,20,jun,288,2,-1,0,unknown
55,management,single,tertiary,no,6507,yes,yes,cellular,17,jul,109,1,-1,0,unknown
48,blue-collar,divorced,primary,no,24,yes,no,unknown,14,may,832,1,-1,0,unknown
57,management,divorced,tertiary,no,909,yes,no,cellular,25,jul,147,2,-1,0,unknown
33,admin.,married,secondary,no,-111,yes,yes,unknown,20,jun,12,3,-1,0,unknown
37,blue-collar,married,secondary,no,-59,yes,yes,cellular,24,jul,56,1,-1,0,unknown
34,technician,single,tertiary,no,2481,no,no,cellular,23,aug,220,16,192,14,other
44,blue-collar,married,primary,no,67,yes,no,unknown,6,may,220,2,-1,0,unknown
48,self-employed,married,tertiary,no,3118,no,no,cellular,13,aug,371,2,-1,0,unknown
41,blue-collar,married,secondary,no,946,yes,no,unknown,6,may,325,1,-1,0,unknown
42,management,divorced,tertiary,no,47,yes,no,cellular,13,may,222,2,370,1,failure
33,blue-collar,married,secondary,no,-112,yes,no,unknown,28,may,132,1,-1,0,unknown
36,unknown,married,primary,no,0,no,no,cellular,21,aug,238,2,-1,0,unknown
76,retired,married,primary,no,2632,no,no,cellular,28,aug,368,2,-1,0,unknown
26,admin.,single,tertiary,no,313,no,yes,cellular,26,feb,210,2,-1,0,unknown
28,blue-collar,married,secondary,no,2,yes,no,unknown,29,may,750,2,-1,0,unknown
37,admin.,married,secondary,no,756,yes,no,cellular,20,apr,207,2,-1,0,unknown
43,blue-collar,married,secondary,no,101,no,no,unknown,6,jun,153,1,-1,0,unknown
43,technician,married,secondary,no,576,no,no,cellular,2,feb,229,1,-1,0,unknown
38,blue-collar,married,secondary,no,-210,yes,no,unknown,8,may,21,1,-1,0,unknown
46,blue-collar,married,primary,no,0,yes,yes,unknown,8,may,390,3,-1,0,unknown
35,technician,married,secondary,no,-215,no,yes,cellular,31,jul,57,34,-1,0,unknown
48,blue-collar,married,primary,no,556,yes,no,telephone,12,may,22,1,-1,0,unknown
51,admin.,divorced,secondary,no,-20,no,no,unknown,1,jul,58,1,-1,0,unknown
44,blue-collar,single,primary,no,99,no,no,unknown,17,jun,187,7,-1,0,unknown
75,retired,married,primary,no,3324,no,no,cellular,2,feb,149,1,-1,0,unknown
36,technician,married,secondary,no,1466,yes,no,unknown,29,may,441,1,-1,0,unknown
47,management,married,tertiary,no,186,no,no,cellular,20,nov,70,2,-1,0,unknown
44,services,married,secondary,no,1872,yes,no,cellular,6,may,175,1,322,3,failure
34,blue-collar,married,secondary,no,470,yes,yes,cellular,20,apr,217,1,-1,0,unknown
25,management,single,tertiary,no,1348,yes,no,unknown,8,may,109,1,-1,0,unknown
39,blue-collar,married,primary,no,451,yes,no,unknown,20,may,383,1,-1,0,unknown
26,blue-collar,married,primary,no,40,no,yes,cellular,28,jul,49,3,-1,0,unknown
38,management,single,tertiary,no,126,yes,no,unknown,30,may,355,2,-1,0,unknown
39,admin.,divorced,secondary,no,1089,yes,no,cellular,14,may,128,1,-1,0,unknown
59,management,divorced,tertiary,yes,-23,yes,no,telephone,7,may,287,2,-1,0,unknown
30,self-employed,single,secondary,no,1031,no,no,unknown,20,oct,7,1,-1,0,unknown
53,technician,divorced,secondary,no,392,yes,no,unknown,28,may,59,1,-1,0,unknown
23,blue-collar,single,primary,no,965,yes,no,unknown,21,may,1161,4,-1,0,unknown
26,admin.,single,secondary,no,586,yes,yes,unknown,12,may,215,1,-1,0,unknown
33,technician,single,secondary,no,211,yes,yes,cellular,6,feb,217,2,-1,0,unknown
41,technician,married,tertiary,no,0,no,no,unknown,20,jun,95,1,-1,0,unknown
30,services,single,secondary,no,442,yes,no,unknown,16,may,283,3,-1,0,unknown
37,technician,married,secondary,no,3043,no,no,cellular,11,aug,123,4,-1,0,unknown
26,blue-collar,married,secondary,no,647,yes,no,cellular,17,apr,357,2,331,1,other
52,management,single,tertiary,no,269,no,yes,cellular,22,jul,86,1,-1,0,unknown
40,blue-collar,married,secondary,no,299,yes,no,cellular,15,jul,180,4,-1,0,unknown
25,services,single,secondary,no,-61,yes,no,unknown,21,may,203,2,-1,0,unknown
37,admin.,divorced,secondary,no,673,yes,no,unknown,2,jun,509,2,-1,0,unknown
55,management,single,tertiary,no,4847,yes,no,cellular,21,nov,18,4,106,2,other
56,management,divorced,tertiary,no,2189,no,no,cellular,4,feb,180,1,-1,0,unknown
51,management,married,secondary,no,1250,yes,no,cellular,12,may,209,2,-1,0,unknown
35,technician,single,tertiary,no,174,yes,no,cellular,5,may,105,1,-1,0,unknown
53,retired,divorced,secondary,no,246,yes,no,cellular,29,jan,158,2,247,1,failure
39,retired,married,secondary,no,-160,yes,no,unknown,11,jun,203,4,-1,0,unknown
51,management,divorced,tertiary,no,2011,yes,no,cellular,20,nov,118,3,-1,0,unknown
34,management,married,tertiary,no,1388,yes,no,cellular,1,sep,222,1,93,4,failure
38,admin.,divorced,secondary,no,0,yes,no,cellular,21,jul,93,1,-1,0,unknown
45,blue-collar,married,tertiary,no,47,yes,no,cellular,28,jan,1972,2,-1,0,unknown
32,technician,single,secondary,no,17,no,no,cellular,28,aug,17,15,-1,0,unknown
30,management,married,tertiary,no,877,no,no,cellular,22,may,122,2,108,3,failure
43,blue-collar,married,secondary,no,625,yes,no,unknown,30,sep,175,1,-1,0,unknown
28,management,single,tertiary,no,-386,yes,no,cellular,18,may,59,2,-1,0,unknown
38,entrepreneur,married,secondary,no,593,yes,yes,cellular,24,jul,1484,24,-1,0,unknown
44,management,married,tertiary,no,4119,yes,yes,telephone,21,nov,1074,1,-1,0,unknown
45,blue-collar,divorced,secondary,no,1269,yes,no,cellular,29,jan,549,2,-1,0,unknown
31,blue-collar,single,unknown,no,667,yes,no,unknown,28,may,80,3,-1,0,unknown
33,admin.,single,secondary,no,375,yes,no,cellular,17,apr,151,1,-1,0,unknown
47,housemaid,married,tertiary,no,1692,yes,no,cellular,30,jan,592,1,-1,0,unknown
34,admin.,married,tertiary,no,21,no,yes,cellular,2,jun,269,1,92,2,failure
32,management,married,tertiary,no,2349,no,no,cellular,14,aug,134,5,-1,0,unknown
27,admin.,single,secondary,no,-400,no,yes,cellular,8,jul,290,1,-1,0,unknown
31,management,single,tertiary,no,453,yes,no,unknown,30,may,58,3,-1,0,unknown
37,technician,married,secondary,no,432,yes,no,cellular,6,jul,386,3,776,55,failure
38,admin.,divorced,secondary,no,859,yes,yes,cellular,8,may,52,1,302,4,failure
38,blue-collar,married,secondary,no,4586,yes,no,unknown,8,may,784,1,-1,0,unknown
33,technician,single,tertiary,no,129,yes,no,unknown,8,may,128,1,-1,0,unknown
44,blue-collar,married,primary,no,10,yes,no,cellular,17,jul,196,1,-1,0,unknown
28,admin.,married,secondary,no,54,no,yes,cellular,8,jul,226,1,-1,0,unknown
36,blue-collar,single,tertiary,no,3649,yes,no,cellular,20,nov,399,2,156,2,failure
44,blue-collar,married,secondary,no,1025,yes,no,unknown,18,jun,200,1,-1,0,unknown
43,admin.,single,secondary,no,-495,yes,yes,unknown,23,may,131,1,-1,0,unknown
60,retired,married,primary,no,1369,no,yes,cellular,28,jan,100,2,-1,0,unknown
30,self-employed,single,secondary,no,299,yes,no,unknown,16,may,679,17,-1,0,unknown
39,blue-collar,single,secondary,no,1961,no,no,unknown,21,may,216,1,-1,0,unknown
49,technician,married,unknown,no,1359,no,no,cellular,17,apr,119,3,-1,0,unknown
48,blue-collar,divorced,secondary,no,-314,yes,no,cellular,18,may,7,5,-1,0,unknown
32,blue-collar,married,secondary,yes,-354,yes,yes,unknown,28,may,51,2,-1,0,unknown
34,blue-collar,married,primary,no,15841,yes,no,cellular,20,apr,423,5,-1,0,unknown
26,housemaid,single,secondary,no,93,no,no,cellular,11,jul,255,3,-1,0,unknown
39,blue-collar,married,primary,no,867,yes,no,unknown,7,may,481,1,-1,0,unknown
36,blue-collar,married,secondary,no,56,no,no,unknown,24,jun,481,6,-1,0,unknown
43,blue-collar,married,primary,no,1518,no,no,cellular,17,jun,94,6,-1,0,unknown
62,management,married,tertiary,no,557,no,no,cellular,14,aug,185,1,-1,0,unknown
58,blue-collar,divorced,secondary,no,1103,yes,no,cellular,2,feb,226,1,202,4,failure
34,blue-collar,single,secondary,no,1351,yes,no,cellular,14,may,334,2,-1,0,unknown
34,management,single,tertiary,no,1228,no,no,cellular,30,apr,580,2,84,8,success
31,blue-collar,married,secondary,no,-112,no,yes,cellular,15,jul,128,1,-1,0,unknown
51,technician,married,secondary,no,1490,yes,no,cellular,2,feb,177,1,199,2,failure
34,technician,married,secondary,no,393,yes,no,cellular,15,may,314,2,177,6,other
43,housemaid,married,primary,no,1342,yes,yes,unknown,9,may,46,2,-1,0,unknown
